,French Polynesia,Australia,Egypt,Somalia,Algeria,United States,Brazil,Germany,Suriname,Kiribati,Denmark,South Africa,United Arab Emirates,Venezuela,Indonesia,Russian Federation,China,Western Samoa,Philippines,Yemen,Guatemala,Nigeria,Spain,Iran,Ivory Coast (Cote d'Ivoire),Ethiopia,Papua New Guinea,Saudi Arabia,United Kingdom,Mexico,Ghana,Colombia,Switzerland,Sri Lanka,Panama,Turkey,Namibia,Jordan,Sudan,South Sudan,Chad,Mauritania,Argentina,Norway,Iceland,Uzbekistan,Solomon Islands,Morocco,France,Sweden,Japan,Greenland,Greece,India,Paraguay,Guyana,Italy,Honduras,Oman,Madagascar,Marshall Islands,Central African Republic,Djibouti,Cook Islands,Comoros,Niger,Gabon,Libya,New Zealand,Cyprus,Canada,Kazakhstan,Myanmar,Peru,Syria,Andorra,Mozambique,Netherlands,Kenya,Chile,Congo,Angola,Belgium,Austria,Antigua and Barbuda,Malaysia,Laos,Bolivia,Fiji,Tanzania,Burkina Faso,Romania,Eritrea,Turkmenistan,Bahamas,Saint Helena,Ecuador,Pakistan,Uruguay,Aruba,East Timor,Vanuatu,Cuba,Mongolia,Portugal,United States Minor Outlying Islands,Anguilla,"Macau (SAR), China",Dominican Republic,Bahrain,Costa Rica,Azerbaijan,Democratic Republic of the Congo,Botswana,Cambodia,Guadeloupe,Zambia,Belize,Bermuda,Seychelles,Nepal,Nicaragua,Serbia,Israel,Lebanon,Zimbabwe,Thailand,Cameroon,Barbados,Iraq,Afghanistan,Gambia,Burundi,Guinea,Mali,Ireland,Malawi,Vietnam,New Caledonia,Bosnia and Herzegovina,Bulgaria,"Bonaire, Saint Eustatius & Saba",Guinea Bissau,Belarus,Saint Vincent and Grenadines,Czech Republic,Equatorial Guinea,Sierra Leone,Rwanda,Slovakia,Hungary,Georgia,Bhutan,Cape Verde,Croatia,Brunei Darussalam,Senegal,Poland,Liberia,Bangladesh,Moldova,Haiti,French Guiana,Cocos (Keeling) Islands,Estonia,South Korea,Ukraine,Chinese Taipei,Benin,Grenada and South Grenadines,Curacao,Cayman Islands,Dominica,Maldives,Unknown Country,Latvia,Qatar,Tunisia,North Korea,Albania,Tajikistan,Mayotte,Uganda,British Virgin Islands,Finland,Tonga,Western Sahara,Armenia,Martinique,Kyrgyzstan,Saint Pierre and Miquelon,Tuvalu,Wallis and Futuna Islands,Turks and Caicos Islands,Gibraltar,Palestinian Territory,Malta,"Hong Kong (SAR), China",Lithuania,Montenegro,El Salvador,Nauru,Niue,Jamaica,Micronesia,Kuwait,Lesotho,Togo,Slovenia,Luxembourg,Monaco,Singapore,Montserrat,Falkland Islands,Mauritius,Swaziland,Saint Kitts and Nevis,Norfolk Island,Macedonia,Sao Tome and Principe,Trinidad and Tobago,Liechtenstein,Palau,Reunion,Saint Barthelemy,Saint Martin,Saint Lucia,Sint Maarten,Antarctica,Christmas Island
Curacao,0,0,40,0,0,10694,1128,1140,1682,0,92,33,7,63,7,40,61,0,60,0,93,0,72,8,0,0,0,0,383,123,0,4720,173,0,1071,60,0,0,0,0,0,0,307,39,0,2,0,0,185,181,1,0,36,20,21,235,282,87,3,0,0,0,0,0,0,0,0,0,4,5,3998,0,0,104,0,0,0,17371,0,41,0,0,69,54,36,23,0,0,0,0,0,35,0,0,55,0,212,0,92,5463,0,0,29,0,80,0,1,0,1376,0,203,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,48,2,0,0,0,0,0,50,0,0,0,0,2,5255,0,0,1,86,0,0,0,0,29,4,0,0,4,0,0,36,0,0,0,565,0,0,7,0,15,0,0,0,0,16,14,34,0,12,0,8,0,0,0,0,0,24,32,0,0,0,8,0,0,0,0,0,0,0,9,0,11,0,6,0,0,34,0,0,0,0,0,0,0,5,0,0,36,0,35,0,0,0,671,0,0,0,2,0,0,1735,0,0
Cayman Islands,0,10,3,0,0,45762,46,102,5,0,3,63,14,0,3,2,3,0,131,0,0,10,159,0,3,0,0,0,1526,80,6,114,129,3,12,8,0,0,0,0,0,0,14,19,2,0,0,2,51,15,11,0,5,35,0,36,82,522,0,0,0,0,0,0,0,0,0,0,10,0,4450,0,0,0,0,0,0,53,0,3,0,0,10,9,60,8,0,10,0,0,0,11,0,0,641,0,0,0,0,74,0,0,618,0,3,0,0,0,273,0,36,0,0,0,0,5,0,25,76,0,0,5,0,28,3,0,6,0,87,0,0,0,0,0,0,101,0,0,0,0,0,24,0,0,20,8,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,54,0,0,0,0,0,1,0,79,73,7355,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,5,12,0,0,0,0,0,3114,0,4,0,5,0,0,0,10,0,0,1,0,58,0,0,0,182,0,0,0,0,0,70,66,0,0
Dominica,0,1,0,0,0,2269,0,11,0,0,0,0,0,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,502,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,3,0,0,0,0,0,8,1617,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,31,0,0,0,0,0,362,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,189,14,0,0,0,0,0,4,0,0,0,0,0,0,455,0,0,0,0,143,0,0,0,0,2,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,182,0,0,0,0,0,801,289,0,0
Maldives,0,1751,365,0,66,491,403,9542,0,0,1037,202,11189,0,866,11903,25342,0,281,0,0,38,1274,1,0,32,0,6375,12653,0,3,0,4650,18150,0,1484,29,47,0,0,0,0,55,508,15,15,0,40,7641,1043,2571,0,298,30323,0,0,26588,0,1015,0,0,0,0,0,0,0,5,7,43,95,236,73,131,4,0,0,6,482,33,13,0,4,455,2910,0,3444,55,0,0,0,0,1276,0,0,0,0,0,336,5,0,0,0,0,0,734,0,0,30,42,66,25,65,0,0,403,0,12,0,0,34,53,0,271,308,177,0,7697,0,0,26,0,0,0,0,0,282,0,532,0,5,709,0,0,182,0,728,0,0,0,5,2269,48,0,0,232,69,0,1333,0,393,106,0,0,0,79,1465,1804,1078,0,0,0,0,0,146143,0,136,1685,144,0,35,0,0,0,0,661,0,0,15,0,22,0,0,0,0,4,0,16,4064,72,57,0,0,0,8,0,974,0,0,135,69,0,6366,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown Country,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,0,142,93,0,17,1661,168,22740,12,0,5991,94,1439,0,287,18948,415,0,188,0,16,70,6665,7,6,12,0,69,31261,93,19,11,2684,109,68,2173,9,22,0,0,0,0,38,12304,1933,1066,0,93,2990,5241,68,0,468,355,0,56,6049,0,32,0,0,0,0,0,0,0,18,0,34,995,450,459,5,11,0,0,6,3341,16,11,0,31,5193,4198,0,144,0,3,0,172,0,282,0,11,18,0,0,43,2,0,0,0,105,0,827,0,0,0,86,15,1,207,1,0,31,0,3,0,0,30,7,0,166,1979,8,0,1765,0,29,14,0,0,0,0,0,5875,6,147,0,15,304,0,0,1496,0,3310,7,4,8,304,776,1776,0,0,224,0,5,3361,0,9,83,0,0,0,3388,98,3647,44,0,0,0,0,0,190,0,426,147,58,0,23,396,0,0,0,3843,0,0,76,5,21,0,0,0,0,0,0,1524,100,3932,86,0,0,0,0,0,14,0,10,93,255,0,183,0,0,19,0,0,0,52,0,29,0,0,0,0,0,0,50,0,0
Qatar,0,3193,9638,60,4266,35843,1095,8117,0,0,453,2842,10106,0,2083,1558,4435,0,15550,0,4,1382,3385,13214,12,827,7,3832,15238,29,351,33,4102,9621,0,10347,793,6328,3043,54,25,229,127,196,32,97,0,2996,3842,1012,6764,0,2025,98812,0,7,6078,0,22426,43,0,0,1415,0,12,4,0,3,354,346,1950,209,898,8,12,0,378,1110,3755,2,6,31,763,1455,6,3694,15,0,0,1655,4,586,218,0,4,0,3,15744,6,0,0,0,0,0,630,0,0,0,3,1002,9,2764,0,387,205,2,8,0,5,2420,21042,0,294,162,12082,61,4046,48,0,7296,8,34,23,39,113,420,21,979,0,749,669,0,0,216,0,536,0,8,40,0,890,4012,10,0,1813,63,63,1906,52,14379,125,0,0,0,18,1231,609,98,0,12,19,0,0,3451,0,201,0,3395,0,56,0,11,336,0,595,0,8,2327,2,60,0,0,0,0,2,0,92,1145,155,4,0,0,0,26,0,25577,10,17,27,43,0,3646,0,0,50,0,0,0,756,0,19,0,0,2,0,0,0,0,0,0
Tunisia,4,84,4778,0,12202,593,115,18685,0,0,544,268,4671,8,141,1271,917,0,168,0,3,54,4649,114,857,27,0,14716,5958,26,18,9,3970,12,0,13317,0,1392,238,0,105,1630,2,169,4,21,0,11427,109555,1132,1194,0,198,518,0,0,17035,0,1028,44,0,6,30,0,4,1064,271,33835,7,77,3499,25,0,0,0,0,5,1465,172,0,53,0,6230,1668,0,459,0,3,0,47,498,276,0,8,0,0,0,256,0,0,0,0,8,0,419,0,0,0,88,475,5,34,49,11,8,0,85,0,0,0,17,0,636,26,933,0,132,207,0,267,62,0,11,394,976,163,0,47,0,0,84,0,0,23,0,579,30,14,14,0,313,0,0,0,45,1,151,161,0,74,10,1,0,0,46,568,212,383,143,0,0,0,0,32,0,60,3426,15282,0,32,3,0,0,0,288,0,57,4,0,10,0,0,0,0,0,0,1601,293,26,8,0,0,0,0,0,1246,0,25,0,413,4,39,0,0,94,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0
North Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959,2062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,0,148,84,2,0,1824,16,10493,0,0,401,0,373,3,31,104,271,0,14,0,0,5,831,0,6,11,0,669,12188,122,4,6,2472,3,0,5896,0,41,0,0,5,0,7,276,0,0,0,90,1732,442,17,0,4017,29,0,0,76055,0,39,2,0,0,0,0,0,0,0,0,6,184,633,67,0,0,0,0,0,1630,6,0,0,0,2592,4027,0,8,0,0,0,18,0,229,0,0,0,0,0,2,0,0,0,0,137,12,68,0,0,0,134,9,0,19,0,0,0,0,0,0,0,0,0,0,460,347,19,0,49,5,0,25,8,27,0,0,0,155,0,3,0,8,80,0,0,0,0,147,0,0,0,0,1961,10,0,51,300,0,0,183,0,4,0,0,0,0,14,35,108,122,0,0,0,0,0,26,0,14,356,21,0,0,0,0,8,0,106,0,0,7,0,0,0,0,0,0,0,0,34,68,42,0,0,0,0,2,0,131,0,0,60,100,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,0,0,3,0,22,102,0,1660,0,0,3,7,2198,0,0,73866,2134,0,0,0,0,0,103,234,3,4,0,317,119,6,3,0,53,11,0,2678,0,0,2,0,0,0,0,3,0,1007,0,149,346,6,0,0,0,524,0,0,1021,0,6,0,0,0,0,0,0,0,0,17,0,34,14,2673,0,0,0,0,0,8,6,0,0,0,9,530,0,15,0,0,0,19,3,3,0,0,0,0,0,42,0,0,0,0,201,0,5,0,0,0,10,0,0,37,0,0,0,0,0,0,0,0,4,0,17,26,0,0,11,0,0,86,882,0,0,0,0,0,0,0,0,56,214,0,0,342,0,110,0,0,0,11,3,0,0,0,2,0,0,0,0,6,0,0,0,0,16,20,399,0,0,0,0,0,0,0,0,210,2,6,0,0,1486,0,6,0,1,0,0,3,2,522,0,0,0,0,0,0,0,13,1,131,0,0,0,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
Mayotte,0,0,0,0,0,27,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3248,3,0,0,0,57,0,0,0,0,0,3066,0,0,0,0,1904,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,5869,0,0,0,0,0,0
Uganda,0,987,496,1309,10,1468,16,1946,0,0,703,3060,8651,0,47,115,3394,0,26,0,0,516,277,20,97,1085,0,943,5584,17,124,14,629,77,11,767,111,299,326,5710,17,0,8,412,0,4,0,30,565,1498,148,0,96,5685,0,0,612,0,428,12,0,875,47,0,12,25,22,0,20,48,1273,5,4,4,0,0,100,1491,12489,0,56,26,493,222,0,124,0,2,8,4460,25,35,190,0,2,0,0,373,2,0,0,0,0,0,24,0,0,0,0,232,10,0,2088,111,23,0,555,0,0,34,73,0,41,386,104,278,261,53,4,281,108,11,628,23,42,211,141,41,0,5,16,0,3,6,0,114,0,23,1875,0,123,4,0,0,0,0,38,33,15,69,0,0,0,0,0,280,28,14,10,0,0,0,0,0,0,0,431,24,0,0,4,2,2920,0,24,0,0,0,0,0,0,0,0,0,0,0,5,213,6,0,0,0,0,0,0,127,12,52,0,9,0,29,0,0,205,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0
British Virgin Islands,0,5,0,0,0,16652,10,148,0,0,35,28,6,0,0,3,0,0,4,0,0,0,8,0,0,0,0,0,421,18,0,10,19,0,80,5,0,0,0,0,0,0,17,10,0,0,0,0,65,45,0,0,10,6,0,287,25,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,10,0,0,0,0,0,0,1419,0,0,0,0,0,0,12,0,0,17,0,0,0,8,0,0,0,18,0,0,0,6,0,906,0,4,0,0,0,0,98,0,0,17,0,0,0,0,0,6,4,5,0,299,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,357,50,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,26,0,0,0,0,6,0,0,138,67,5,633,0,0,0,0,0,0,0,0,0,0,5380,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,576,0,0,0,0,0,0,0,0,1,0,0,0,275,0,0,0,179,0,0,0,0,0,70,1708,0,0
Finland,13,2869,339,91,48,10187,1065,51354,5,0,21587,552,6816,11,1791,9347,11345,0,868,0,4,178,53595,136,6,125,0,173,39360,977,114,190,12712,416,61,5665,155,64,20,0,0,1,436,16016,4393,13,0,1589,23985,43982,9187,0,2151,2838,0,8,15096,0,68,14,0,0,5,0,0,4,0,0,412,291,1480,328,86,178,0,0,10,16249,579,418,6,0,7622,8140,0,879,12,6,3,335,12,1980,0,0,0,0,130,183,99,20,0,0,1031,23,5380,0,0,0,1797,38,113,286,14,20,113,2,26,0,0,73,221,11,550,1388,116,97,20227,25,143,357,36,46,0,0,0,1971,4,3196,0,21,423,0,0,553,0,5656,0,0,63,0,5313,241,0,1233,526,0,84,12809,6,182,142,0,1,0,2887,2058,1923,833,18,0,78,6,0,441,0,4811,913,181,0,92,0,0,59,0,170711,0,8,29,4,5,0,0,0,0,0,0,474,3257,2566,38,0,0,0,7,0,203,0,13,295,422,0,2465,0,0,425,0,0,0,1335,0,0,0,0,4,0,0,0,160,0,0
Tonga,0,1870,0,0,0,260,0,5,0,0,0,0,0,0,0,0,35,61,6,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6017,0,29,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,2138,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3953,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Sahara,0,0,0,0,6,453,0,24,0,0,1,11,0,0,0,0,0,0,0,0,0,0,3060,0,0,0,0,175,17,0,0,0,118,0,0,115,0,3,0,0,0,1,0,1,0,0,0,16771,1297,0,0,0,0,4,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,82,0,0,0,0,81,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,57,0,0,0,0,0,0,8,0,2203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,0,127,1330,15,39,756,6,1956,0,0,283,24,4880,0,29,83901,245,0,16,0,0,0,445,43,0,0,0,12,412,49,0,4,272,184,0,2294,0,98,0,0,0,0,3,40,0,40,0,12,2510,393,136,0,625,2088,0,0,2367,0,222,0,0,0,8,0,0,0,0,3,0,122,187,867,0,0,461,0,0,802,0,0,0,0,2407,407,0,92,0,0,0,4,0,401,11,59,0,0,0,394,0,0,0,0,155,0,27,0,0,0,87,0,5,0,0,0,0,0,0,0,0,0,3,0,30,1043,1032,0,378,0,0,602,67,0,0,4,0,4,0,6,0,0,83,0,0,651,0,298,0,0,0,0,64,6555,0,0,14,0,0,832,0,165,104,0,0,0,51,3,3156,36,0,0,0,0,0,60,0,95,1711,10,0,0,3,0,8,0,22,0,0,0,0,35,0,0,0,0,0,0,2,72,41,7,0,0,0,0,0,246,0,0,6,112,0,41,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Martinique,0,0,0,0,260,1213,693,972,3,0,14,1,4,0,0,21,7,0,0,0,0,0,295,2,0,0,0,3,2,3,1,28,90,0,19,99,0,0,0,0,0,0,57,13,0,0,0,0,61459,36,0,0,1,0,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,2,3665,0,0,8,0,0,0,22,0,0,0,0,622,6,2,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,12,0,7,0,0,0,313,0,0,0,0,0,0,12076,0,0,0,0,0,0,0,6,5,0,2,0,444,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,58,31,0,0,0,0,18,0,0,0,2,0,0,32,0,0,2,113,4015,0,0,0,13,0,0,246,1,0,184,0,0,5,2,23,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,34,0,0,0,0,0,76,0,0,405,72,1110,468,204,0,0
Kyrgyzstan,0,31,563,2,11,236,0,2315,0,0,97,18,3525,0,2,60294,2991,0,3,0,0,5,170,164,0,0,0,1314,345,0,0,0,346,3,0,8376,0,34,147,0,0,0,0,15,0,1032,0,56,632,61,64,0,63,514,0,0,1218,0,221,0,0,0,18,0,0,0,0,2,10,151,63,2407,0,0,0,0,0,156,3,0,0,0,138,418,0,160,0,0,0,11,0,30,0,0,0,0,0,105,0,0,0,0,0,2,20,0,0,0,3,27,0,30,0,0,0,0,0,0,0,0,0,0,102,109,126,0,289,0,0,324,453,0,0,0,0,3,0,7,4,78,182,0,0,58,0,205,0,0,0,0,84,34,0,0,0,0,0,3,0,0,15,0,0,0,0,691,495,0,0,0,0,0,0,18,0,3,34,16,0,102,362,0,0,0,10,0,0,15,0,27712,0,0,0,0,0,0,0,55,21,103,0,0,0,0,0,1109,0,0,0,0,0,43,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0
Saint Pierre and Miquelon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuvalu,0,15,0,0,0,14,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wallis and Futuna Islands,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turks and Caicos Islands,0,10,0,0,0,41160,71,92,0,0,34,40,11,1,2,7,0,0,3,0,0,26,321,0,0,0,0,0,591,16,52,0,239,0,0,6,0,0,0,0,0,0,50,0,4,0,0,6,81,2,2,0,0,37,0,19,247,0,0,0,0,0,0,0,0,0,0,0,0,0,6211,0,0,28,0,0,0,30,0,15,0,0,1,37,1850,0,0,0,0,0,0,0,0,0,498,0,0,0,0,16,0,0,31,0,2,0,0,0,1496,0,5,0,0,0,0,1,0,5,9,0,0,0,0,81,0,0,4,0,59,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,38,0,0,0,1178,0,0,0,0,0,2,0,0,0,97,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12583,0,0,0,0,0,0,0,0,0,728,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,24,0,0,0,0,0,2,0,0,0
Gibraltar,0,0,0,0,0,6,0,10,0,0,0,10,4,0,0,9,6,0,218,0,0,0,0,0,0,0,0,0,11461,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,176,0,0,6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,22,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,27,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Palestinian Territory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
